id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1002776,10000,10000, 36 months,10.75%,326.2,B,B1,1 year,RENT,68870.0,Verified,Apr-2018,Fully Paid,major_purchase,NJ,8.55,780,784,11540.32,10000.0,0.0
1002777,20000,20000, 36 months,11.51%,659.62,B,B1,1 year,RENT,15000.0,Verified,Sep-2017,Current,medical,AZ,30.69,720,724,9227.76,7771.95,0.0
1002778,8000,8000, 60 months,6.04%,154.81,A,A5,1 year,RENT,82981.0,Not Verified,Jan-2016,Fully Paid,other,IL,9.57,780,784,9218.5,8000.0,0.0
1002779,12000,12000, 36 months,10.44%,389.69,B,B2,3 years,OWN,46145.0,Not Verified,Dec-2018,Fully Paid,credit_card,AZ,12.79,740,744,13335.57,12000.0,0.0
1002780,35000,35000, 36 months,14.61%,1206.61,C,C4,3 years,OWN,113243.0,Not Verified,Jan-2016,Fully Paid,other,TX,13.86,690,694,41363.95,35000.0,0.0
1002781,15000,15000, 36 months,13.25%,507.22,C,C4,n/a,OWN,88607.0,Not Verified,Jan-2016,Current,house,NC,19.25,705,709,6287.64,5165.11,0.0
1002782,10000,10000, 60 months,13.28%,228.97,C,C4,< 1 year,MORTGAGE,175378.0,Verified,Mar-2016,Fully Paid,credit_card,GA,27.13,740,744,13179.3,10000.0,0.0
1002783,8000,8000, 36 months,19.33%,294.58,D,D1,n/a,RENT,47179.0,Source Verified,Jan-2016,In Grace Period,major_purchase,GA,3.51,740,744,1961.44,1479.65,0.0
1002784,25000,25000, 60 months,14.08%,582.74,C,C1,n/a,RENT,56950.0,Not Verified,Feb-2017,Fully Paid,car,TX,26.35,760,764,34344.1,25000.0,0.0
1002785,8000,8000, 36 months,18.77%,292.32,D,D5,7 years,MORTGAGE,72948.0,Source Verified,Aug-2017,Charged Off,small_business,MI,23.52,690,694,3369.76,2695.81,576.17
1002786,8000,8000, 60 months,8.45%,163.94,A,A4,2 years,MORTGAGE,47102.0,Source Verified,Aug-2016,Fully Paid,vacation,TX,29.61,675,679,9485.15,8000.0,0.0
1002787,35000,35000, 36 months,10.84%,1143.2,B,B4,10+ years,RENT,43617.0,Source Verified,Sep-2018,Current,major_purchase,WA,16.4,740,744,5910.68,5026.67,0.0
1002788,30000,30000, 60 months,8.85%,620.57,B,B2,n/a,OWN,40559.0,Verified,Jan-2018,Current,debt_consolidation,WA,12.96,660,664,18520.01,14921.78,0.0
1002789,30000,30000, 60 months,12.95%,681.82,B,B2,n/a,OWN,67667.0,Source Verified,Nov-2018,Fully Paid,debt_consolidation,IL,28.08,690,694,39831.4,30000.0,0.0
1002790,8000,8000, 60 months,18.76%,206.47,D,D2,5 years,MORTGAGE,131631.0,Source Verified,May-2016,Current,small_business,IL,29.28,660,664,1512.29,976.6,0.0
1002791,5000,5000, 36 months,13.09%,168.69,C,C2,1 year,MORTGAGE,61935.0,Source Verified,Aug-2016,Fully Paid,credit_card,NC,19.79,675,679,5828.46,5000.0,0.0
1002792,20000,20000, 60 months,6.4%,390.39,A,A1,3 years,RENT,105485.0,Not Verified,Sep-2018,Fully Paid,small_business,CO,25.77,780,784,22927.68,20000.0,0.0
1002793,30000,30000, 60 months,11.05%,653.02,B,B4,10+ years,MORTGAGE,123759.0,Source Verified,May-2017,Charged Off,moving,AZ,32.37,740,744,13808.79,11047.03,1181.96
1002794,30000,30000, 36 months,12.54%,1004.18,C,C4,3 years,RENT,85073.0,Verified,Dec-2018,Fully Paid,medical,OH,32.25,720,724,35919.63,30000.0,0.0
1002795,25000,25000, 36 months,16.75%,888.21,C,C5,1 year,MORTGAGE,57908.0,Not Verified,Mar-2017,Fully Paid,home_improvement,NJ,25.12,740,744,31622.42,25000.0,0.0
1002796,20000,20000, 36 months,18.46%,727.67,D,D5,n/a,RENT,36194.0,Source Verified,Nov-2016,Current,car,OH,34.06,760,764,8318.38,6350.85,0.0
1002797,15000,15000, 60 months,10.62%,323.3,B,B1,1 year,RENT,72337.0,Not Verified,Oct-2016,Fully Paid,vacation,IL,2.88,720,724,18621.32,15000.0,0.0
1002798,15000,15000, 60 months,5.72%,288.04,A,A2,3 years,RENT,88975.0,Verified,Oct-2018,Charged Off,moving,FL,21.85,690,694,6673.26,5338.61,269.02
1002799,25000,25000, 60 months,12.34%,560.42,B,B5,7 years,OWN,91459.0,Source Verified,Jul-2018,Current,moving,GA,19.53,675,679,3975.7,2955.89,0.0
1002800,35000,35000, 60 months,21.3%,952.78,E,E4,< 1 year,MORTGAGE,94076.0,Verified,May-2018,Charged Off,home_improvement,FL,25.85,660,664,18864.25,15091.4,789.18
1002801,5000,5000, 60 months,17.53%,125.69,C,C1,7 years,MORTGAGE,46157.0,Source Verified,Mar-2018,Charged Off,moving,FL,33.33,675,679,1830.2,1464.16,56.01
1002802,12000,12000, 36 months,11.66%,396.63,C,C5,10+ years,RENT,15000.0,Source Verified,Jan-2016,In Grace Period,major_purchase,VA,26.46,740,744,2211.39,1858.48,0.0
1002803,10000,10000, 36 months,10.11%,323.19,B,B2,1 year,RENT,15000.0,Not Verified,Jan-2017,In Grace Period,vacation,WA,13.5,690,694,3513.69,3019.97,0.0
1002804,12000,12000, 36 months,21.99%,458.22,E,E4,1 year,MORTGAGE,70124.0,Not Verified,Mar-2018,Current,medical,CO,19.98,720,724,6750.84,4910.91,0.0
1002805,30000,30000, 36 months,9.57%,961.97,B,B5,< 1 year,MORTGAGE,95834.0,Not Verified,Feb-2017,Fully Paid,home_improvement,NY,33.59,760,764,33704.4,30000.0,0.0
1002806,20000,20000, 36 months,7.16%,619.01,A,A2,n/a,MORTGAGE,81253.0,Verified,Apr-2018,Charged Off,other,IL,32.6,675,679,5644.21,4515.36,1759.7
1002807,5000,5000, 36 months,7.47%,155.46,A,A2,3 years,RENT,69744.0,Source Verified,Aug-2016,Fully Paid,house,VA,15.95,690,694,5325.93,5000.0,0.0
1002808,30000,30000, 36 months,11.04%,982.73,B,B1,3 years,MORTGAGE,86220.0,Not Verified,Apr-2016,Fully Paid,home_improvement,WA,8.75,720,724,34008.09,30000.0,0.0
1002809,30000,30000, 60 months,20.0%,794.82,D,D3,10+ years,RENT,91144.0,Not Verified,Oct-2017,Charged Off,house,FL,11.15,660,664,5874.7,4699.76,958.7
1002810,15000,15000, 36 months,6.31%,458.44,A,A3,2 years,MORTGAGE,41183.0,Source Verified,Oct-2016,Charged Off,credit_card,MA,27.29,705,709,7735.14,6188.11,128.69
1002811,30000,30000, 36 months,22.95%,1160.51,E,E1,5 years,MORTGAGE,15000.0,Source Verified,May-2016,Fully Paid,home_improvement,FL,28.9,720,724,40895.38,30000.0,0.0
1002812,5000,5000, 36 months,21.93%,190.77,E,E2,1 year,OWN,103402.0,Not Verified,Mar-2016,Fully Paid,small_business,OH,18.45,705,709,6829.51,5000.0,0.0
1002813,5000,5000, 60 months,14.06%,116.5,C,C3,5 years,MORTGAGE,73215.0,Verified,Feb-2017,Fully Paid,credit_card,VA,15.68,760,764,6935.43,5000.0,0.0
1002814,30000,30000, 36 months,11.16%,984.44,B,B1,10+ years,OWN,43503.0,Not Verified,Jul-2018,Fully Paid,car,NY,21.86,705,709,35123.86,30000.0,0.0
1002815,5000,5000, 60 months,20.61%,134.17,D,D4,n/a,RENT,48836.0,Not Verified,Nov-2018,Fully Paid,medical,NY,22.02,740,744,7675.57,5000.0,0.0
1002816,30000,30000, 36 months,16.69%,1064.96,C,C5,n/a,OWN,79710.0,Verified,Jun-2018,Current,car,TX,2.22,720,724,12680.6,9922.59,0.0
1002817,15000,15000, 36 months,10.19%,485.35,B,B5,3 years,OWN,138361.0,Source Verified,Feb-2017,Fully Paid,major_purchase,CO,5.21,690,694,16609.55,15000.0,0.0
1002818,15000,15000, 36 months,13.36%,508.01,C,C4,5 years,RENT,48368.0,Not Verified,Mar-2017,Fully Paid,home_improvement,NC,13.73,760,764,17850.44,15000.0,0.0
1002819,15000,15000, 36 months,7.83%,468.87,A,A2,1 year,OWN,76620.0,Not Verified,Jun-2017,Current,moving,OH,17.84,720,724,7826.15,6954.8,0.0
1002820,30000,30000, 60 months,23.21%,849.34,E,E1,2 years,OWN,94625.0,Verified,Apr-2017,Current,small_business,VA,31.49,760,764,14082.32,8290.16,0.0
1002821,25000,25000, 36 months,11.41%,823.33,B,B1,5 years,MORTGAGE,106673.0,Source Verified,Jul-2016,Default,home_improvement,NC,15.1,720,724,5407.42,4325.94,2236.45
1002822,10000,10000, 60 months,20.37%,267.0,D,D5,2 years,OWN,54249.0,Source Verified,Feb-2016,Fully Paid,major_purchase,WA,4.15,690,694,15258.48,10000.0,0.0
1002823,30000,30000, 60 months,8.0%,608.29,A,A5,1 year,RENT,103616.0,Not Verified,Nov-2017,Fully Paid,moving,CO,7.53,690,694,34741.71,30000.0,0.0
1002824,35000,35000, 60 months,20.88%,944.51,D,D3,5 years,RENT,133083.0,Source Verified,Jan-2016,In Grace Period,vacation,WA,21.72,705,709,8787.63,5427.28,0.0
1002825,30000,30000, 36 months,8.91%,952.74,A,A5,< 1 year,MORTGAGE,60012.0,Source Verified,Jun-2018,Default,other,NJ,22.28,740,744,15816.67,12653.34,1835.47
1002826,30000,30000, 36 months,9.89%,966.47,B,B3,2 years,MORTGAGE,84377.0,Verified,Apr-2016,Current,other,TX,24.71,675,679,6789.09,5853.85,0.0
1002827,35000,35000, 60 months,8.19%,712.86,A,A2,2 years,OWN,61477.0,Not Verified,Jun-2017,Fully Paid,house,IL,16.51,675,679,40905.11,35000.0,0.0
1002828,15000,15000, 36 months,6.93%,462.68,A,A2,10+ years,OWN,54691.0,Not Verified,Jan-2018,Charged Off,small_business,IL,30.68,720,724,5643.59,4514.87,1403.14
1002829,8000,8000, 60 months,19.92%,211.6,D,D5,10+ years,RENT,33196.0,Not Verified,Nov-2018,Fully Paid,medical,TX,18.16,705,709,12647.21,8000.0,0.0
1002830,25000,25000, 36 months,21.77%,951.79,E,E5,3 years,MORTGAGE,78105.0,Verified,Feb-2016,Charged Off,medical,NJ,5.52,760,764,12057.98,9646.38,212.29
1002831,12000,12000, 60 months,11.55%,264.21,B,B4,3 years,MORTGAGE,95628.0,Source Verified,Sep-2018,Current,major_purchase,PA,30.1,740,744,6788.62,5138.81,0.0
1002832,35000,35000, 36 months,24.6%,1384.2,E,E5,3 years,MORTGAGE,117606.0,Source Verified,May-2017,Late (31-120 days),credit_card,AZ,29.92,780,784,8401.7,5901.11,0.0
1002833,12000,12000, 60 months,11.85%,266.02,B,B5,10+ years,MORTGAGE,58379.0,Source Verified,Sep-2018,Current,home_improvement,NC,3.33,760,764,2305.13,1733.05,0.0
1002834,20000,20000, 36 months,10.18%,647.04,B,B5,7 years,MORTGAGE,67483.0,Verified,Sep-2016,Fully Paid,vacation,GA,14.32,760,764,22234.4,20000.0,0.0
1002835,25000,25000, 60 months,11.95%,555.48,B,B1,7 years,OWN,80326.0,Source Verified,Dec-2018,Fully Paid,vacation,CA,15.87,740,744,31834.04,25000.0,0.0
1002836,25000,25000, 60 months,11.41%,548.69,B,B4,7 years,OWN,81931.0,Verified,Feb-2017,Fully Paid,vacation,AZ,15.29,690,694,32285.51,25000.0,0.0
1002837,35000,35000, 60 months,10.32%,749.17,B,B3,3 years,RENT,64230.0,Verified,Dec-2018,Fully Paid,house,VA,28.98,675,679,43261.21,35000.0,0.0
1002838,30000,30000, 60 months,9.5%,630.06,B,B5,5 years,OWN,62294.0,Not Verified,Jun-2017,Fully Paid,house,AZ,9.87,705,709,36637.91,30000.0,0.0
1002839,5000,5000, 60 months,19.76%,131.8,D,D5,5 years,MORTGAGE,43737.0,Verified,Nov-2018,Fully Paid,small_business,FL,17.1,740,744,7832.64,5000.0,0.0
1002840,12000,12000, 60 months,15.47%,288.45,C,C1,5 years,OWN,30735.0,Source Verified,Jun-2016,Charged Off,credit_card,TX,31.77,690,694,6182.62,4946.1,114.25
1002841,5000,5000, 60 months,6.29%,97.34,A,A2,1 year,MORTGAGE,60285.0,Source Verified,May-2018,Current,vacation,WA,8.98,720,724,2405.33,2059.21,0.0
1002842,8000,8000, 36 months,11.34%,263.2,B,B3,10+ years,RENT,87981.0,Not Verified,May-2016,Current,credit_card,AZ,28.29,780,784,1623.37,1370.62,0.0
1002843,10000,10000, 60 months,14.32%,234.34,C,C3,3 years,MORTGAGE,137814.0,Not Verified,Dec-2016,Charged Off,major_purchase,WA,27.03,660,664,5062.42,4049.94,429.96
1002844,5000,5000, 60 months,13.37%,114.71,C,C4,7 years,RENT,47349.0,Not Verified,Jun-2017,Fully Paid,car,CO,14.17,705,709,6788.49,5000.0,0.0
1002845,25000,25000, 36 months,11.46%,823.92,B,B5,< 1 year,RENT,74666.0,Not Verified,Aug-2017,Charged Off,medical,IL,6.4,690,694,6042.36,4833.89,587.4
1002846,15000,15000, 36 months,19.91%,556.77,D,D4,2 years,MORTGAGE,83593.0,Source Verified,Nov-2018,Charged Off,credit_card,NC,13.63,780,784,6972.33,5577.87,1159.46
1002847,12000,12000, 60 months,26.67%,364.06,F,F2,7 years,OWN,36785.0,Source Verified,Apr-2017,Fully Paid,small_business,IL,16.26,780,784,21528.76,12000.0,0.0
1002848,30000,30000, 36 months,18.47%,1091.66,D,D3,5 years,OWN,122278.0,Verified,Apr-2017,Charged Off,small_business,NY,21.97,660,664,11489.61,9191.69,2678.89
1002849,15000,15000, 60 months,18.64%,386.14,D,D2,< 1 year,OWN,99999.0,Verified,Mar-2017,Charged Off,debt_consolidation,TX,29.23,740,744,6315.09,5052.07,1292.13
1002850,5000,5000, 60 months,25.56%,148.4,E,E2,7 years,RENT,19520.0,Not Verified,Jan-2018,Charged Off,other,PA,6.85,690,694,2620.08,2096.07,455.2
1002851,15000,15000, 60 months,7.52%,300.71,A,A3,n/a,MORTGAGE,85491.0,Not Verified,Aug-2018,Fully Paid,small_business,MI,21.15,690,694,17929.82,15000.0,0.0
1002852,35000,35000, 60 months,5.84%,674.05,A,A2,< 1 year,RENT,98123.0,Not Verified,Oct-2016,Fully Paid,small_business,PA,5.39,690,694,39123.66,35000.0,0.0
1002853,20000,20000, 36 months,11.4%,658.57,B,B3,10+ years,OWN,137038.0,Not Verified,May-2017,Charged Off,small_business,OH,33.47,760,764,3715.73,2972.58,625.26
1002854,10000,10000, 36 months,10.48%,324.93,B,B5,3 years,RENT,83556.0,Source Verified,Oct-2016,Current,vacation,CO,28.88,705,709,2594.76,2218.22,0.0
1002855,35000,35000, 60 months,6.79%,689.58,A,A1,n/a,MORTGAGE,68032.0,Source Verified,Aug-2016,Default,car,MA,3.04,705,709,10154.53,8123.62,3025.15
1002856,35000,35000, 36 months,12.45%,1170.04,C,C4,10+ years,RENT,90724.0,Source Verified,Sep-2016,Current,vacation,VA,24.11,760,764,16956.81,14089.94,0.0
1002857,12000,12000, 60 months,17.86%,303.81,D,D5,n/a,MORTGAGE,76814.0,Not Verified,May-2017,Current,medical,NC,23.8,740,744,5222.4,3437.94,0.0
1002858,12000,12000, 60 months,20.45%,320.94,D,D3,3 years,MORTGAGE,43444.0,Not Verified,Nov-2017,Fully Paid,vacation,GA,9.08,780,784,18464.95,12000.0,0.0
1002859,8000,8000, 36 months,24.83%,317.36,E,E1,10+ years,OWN,16244.0,Source Verified,Jun-2018,Charged Off,medical,CA,28.41,660,664,1022.35,817.88,313.33
1002860,10000,10000, 36 months,9.78%,321.64,B,B2,10+ years,MORTGAGE,113032.0,Source Verified,Jul-2018,Late (31-120 days),credit_card,NC,21.22,760,764,3527.17,3046.17,0.0
1002861,12000,12000, 36 months,15.29%,417.69,C,C3,7 years,MORTGAGE,58606.0,Verified,May-2016,Fully Paid,other,PA,34.34,660,664,14780.72,12000.0,0.0
1002862,8000,8000, 36 months,8.7%,253.28,A,A5,5 years,OWN,67710.0,Verified,Mar-2016,Current,small_business,WA,30.33,760,764,2969.94,2605.76,0.0
1002863,8000,8000, 36 months,13.14%,270.09,B,B5,5 years,MORTGAGE,119626.0,Verified,Jul-2017,Fully Paid,moving,VA,5.75,760,764,9664.72,8000.0,0.0
1002864,15000,15000, 60 months,19.95%,396.99,D,D4,3 years,OWN,94249.0,Verified,Dec-2016,Fully Paid,small_business,CO,18.6,780,784,22838.59,15000.0,0.0
1002865,30000,30000, 36 months,29.7%,1268.62,G,G1,1 year,RENT,98926.0,Verified,Feb-2016,Fully Paid,major_purchase,NC,16.97,760,764,43499.25,30000.0,0.0
1002866,30000,30000, 60 months,14.61%,707.57,C,C3,10+ years,MORTGAGE,55447.0,Verified,Sep-2018,Fully Paid,credit_card,FL,20.83,780,784,41657.92,30000.0,0.0
1002867,5000,5000, 36 months,19.0%,183.28,D,D3,5 years,MORTGAGE,122229.0,Source Verified,May-2018,Current,credit_card,NC,4.98,720,724,2312.26,1752.22,0.0
1002868,15000,15000, 60 months,16.05%,365.17,D,D4,10+ years,OWN,94533.0,Source Verified,Jun-2016,Fully Paid,other,CA,12.49,720,724,21647.64,15000.0,0.0
1002869,30000,30000, 60 months,12.03%,667.79,B,B4,2 years,OWN,66102.0,Not Verified,Jan-2018,Fully Paid,debt_consolidation,WA,19.42,675,679,38431.58,30000.0,0.0
1002870,8000,8000, 60 months,20.68%,214.99,D,D3,< 1 year,OWN,126676.0,Not Verified,Dec-2017,Fully Paid,house,TX,20.93,740,744,12767.45,8000.0,0.0
1002871,35000,35000, 36 months,13.89%,1194.35,B,B2,2 years,OWN,133751.0,Not Verified,Jan-2016,Current,home_improvement,MI,9.25,740,744,18560.06,15108.22,0.0
1002872,10000,10000, 36 months,10.9%,326.91,B,B3,3 years,OWN,15000.0,Not Verified,Jul-2018,Fully Paid,small_business,IL,16.11,705,709,11194.72,10000.0,0.0
1002873,10000,10000, 60 months,27.49%,308.29,F,F1,3 years,RENT,137919.0,Not Verified,May-2016,Fully Paid,small_business,AZ,30.04,705,709,18001.99,10000.0,0.0
1002874,30000,30000, 60 months,5.77%,576.78,A,A4,3 years,OWN,15000.0,Not Verified,Apr-2017,Charged Off,credit_card,GA,19.5,690,694,16692.26,13353.81,101.91
1002875,25000,25000, 60 months,14.38%,586.64,C,C5,5 years,MORTGAGE,30910.0,Verified,Jun-2018,Fully Paid,debt_consolidation,PA,11.01,780,784,34174.9,25000.0,0.0
1002876,8000,8000, 60 months,12.4%,179.58,B,B3,3 years,OWN,115828.0,Source Verified,Nov-2016,Fully Paid,other,OH,20.69,675,679,10500.69,8000.0,0.0
1002877,25000,25000, 60 months,23.85%,717.02,E,E1,n/a,MORTGAGE,44858.0,Verified,Aug-2018,Fully Paid,major_purchase,TX,27.94,675,679,41775.31,25000.0,0.0
1002878,15000,15000, 36 months,29.07%,629.16,G,G3,< 1 year,RENT,75215.0,Source Verified,Jan-2017,Charged Off,moving,WA,3.85,760,764,5713.23,4570.58,846.58
1002879,20000,20000, 60 months,6.53%,391.6,A,A4,7 years,RENT,83559.0,Not Verified,Jun-2016,Charged Off,moving,WA,13.92,720,724,2462.72,1970.17,899.36
1002880,8000,8000, 60 months,13.02%,182.11,C,C1,7 years,OWN,51506.0,Not Verified,Sep-2017,Charged Off,debt_consolidation,NC,3.16,780,784,2045.95,1636.76,757.37
1002881,8000,8000, 36 months,21.65%,304.08,D,D1,10+ years,MORTGAGE,130910.0,Source Verified,Dec-2018,In Grace Period,moving,FL,28.34,760,764,3719.96,2718.55,0.0
1002882,35000,35000, 36 months,11.57%,1155.33,B,B3,1 year,OWN,72937.0,Verified,Feb-2017,Fully Paid,medical,TX,5.9,690,694,39818.18,35000.0,0.0
1002883,12000,12000, 36 months,12.17%,399.55,C,C1,1 year,MORTGAGE,50154.0,Source Verified,Nov-2018,In Grace Period,major_purchase,GA,23.46,720,724,2555.17,2131.71,0.0
1002884,10000,10000, 36 months,5.26%,300.88,A,A5,1 year,OWN,91925.0,Not Verified,Nov-2016,Fully Paid,car,MA,14.6,740,744,10653.65,10000.0,0.0
1002885,30000,30000, 36 months,17.57%,1078.11,D,D2,2 years,RENT,81557.0,Not Verified,Jul-2016,Current,car,NJ,3.4,660,664,8052.1,6223.93,0.0
1002886,8000,8000, 60 months,14.23%,187.1,C,C2,5 years,OWN,108506.0,Source Verified,Jun-2016,Fully Paid,credit_card,PA,28.12,675,679,11115.04,8000.0,0.0
1002887,12000,12000, 60 months,11.49%,263.85,B,B3,1 year,MORTGAGE,114854.0,Verified,Apr-2016,Fully Paid,debt_consolidation,PA,29.04,780,784,15070.63,12000.0,0.0
1002888,35000,35000, 60 months,5.42%,667.25,A,A3,1 year,OWN,126181.0,Not Verified,May-2018,Fully Paid,credit_card,NY,12.76,675,679,38689.62,35000.0,0.0
1002889,15000,15000, 60 months,14.26%,351.05,C,C4,7 years,MORTGAGE,74607.0,Source Verified,Aug-2017,Charged Off,small_business,CO,6.96,720,724,8533.25,6826.6,141.08
1002890,10000,10000, 60 months,13.97%,232.53,B,B3,1 year,OWN,130645.0,Not Verified,Aug-2017,In Grace Period,home_improvement,FL,27.76,660,664,4880.63,3498.21,0.0
1002891,35000,35000, 60 months,8.67%,720.95,A,A5,10+ years,MORTGAGE,61172.0,Not Verified,Apr-2016,Fully Paid,credit_card,FL,12.35,740,744,42953.37,35000.0,0.0
1002892,12000,12000, 60 months,7.0%,237.61,A,A1,1 year,RENT,18917.0,Verified,Jan-2018,In Grace Period,moving,NJ,24.28,760,764,4967.9,4181.56,0.0
1002893,12000,12000, 36 months,7.08%,370.96,A,A3,10+ years,OWN,65654.0,Verified,Aug-2016,Current,small_business,NJ,2.02,705,709,5467.41,4912.85,0.0
1002894,20000,20000, 60 months,6.98%,395.84,A,A1,2 years,OWN,82952.0,Source Verified,Feb-2018,Fully Paid,house,AZ,18.54,675,679,23370.83,20000.0,0.0
1002895,10000,10000, 36 months,27.28%,409.76,F,F1,1 year,OWN,110108.0,Verified,Aug-2018,Current,debt_consolidation,WA,6.35,690,694,5871.73,3980.47,0.0
1002896,12000,12000, 60 months,14.81%,284.28,C,C2,n/a,RENT,71176.0,Not Verified,Sep-2016,Charged Off,major_purchase,IL,3.29,740,744,2760.87,2208.69,607.41
1002897,20000,20000, 60 months,7.92%,404.76,A,A1,7 years,OWN,137434.0,Source Verified,Jun-2017,Late (31-120 days),home_improvement,GA,11.38,740,744,9546.08,7861.51,0.0
1002898,30000,30000, 60 months,20.71%,806.71,E,E5,7 years,RENT,24019.0,Source Verified,Oct-2016,Late (31-120 days),car,IL,31.43,760,764,23403.95,14505.8,0.0
1002899,5000,5000, 60 months,26.25%,150.44,F,F1,< 1 year,OWN,58031.0,Verified,Sep-2018,Current,other,AZ,5.97,760,764,3002.38,1663.11,0.0
1002900,30000,30000, 36 months,6.94%,925.49,A,A4,2 years,RENT,103696.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,CO,25.48,675,679,31769.88,30000.0,0.0
1002901,10000,10000, 60 months,20.25%,266.33,D,D3,7 years,RENT,83270.0,Not Verified,Feb-2018,Fully Paid,house,CA,33.06,675,679,15425.14,10000.0,0.0
1002902,20000,20000, 60 months,14.06%,465.99,B,B1,3 years,RENT,58905.0,Verified,May-2017,Fully Paid,small_business,VA,14.04,690,694,26587.85,20000.0,0.0
1002903,35000,35000, 60 months,16.74%,864.95,C,C3,n/a,OWN,38288.0,Not Verified,Mar-2017,Current,moving,MA,26.78,660,664,11801.82,7959.3,0.0
1002904,8000,8000, 60 months,20.12%,212.49,D,D4,1 year,RENT,113969.0,Source Verified,Apr-2017,Fully Paid,other,NY,8.07,740,744,12674.17,8000.0,0.0
1002905,25000,25000, 36 months,10.44%,811.85,B,B2,1 year,RENT,26412.0,Not Verified,Feb-2016,Current,major_purchase,AZ,6.08,760,764,12375.12,10585.49,0.0
1002906,10000,10000, 60 months,7.26%,199.24,A,A3,n/a,RENT,108767.0,Not Verified,Jun-2017,Current,house,CA,32.9,760,764,1985.37,1660.79,0.0
1002907,35000,35000, 36 months,10.27%,1133.79,B,B1,7 years,OWN,84963.0,Verified,May-2017,Fully Paid,moving,IL,5.03,760,764,40252.78,35000.0,0.0
1002908,5000,5000, 60 months,29.04%,158.83,F,F5,5 years,MORTGAGE,87463.0,Not Verified,Aug-2016,Fully Paid,debt_consolidation,WA,5.61,720,724,9143.08,5000.0,0.0
1002909,20000,20000, 36 months,12.87%,672.63,B,B4,1 year,OWN,63955.0,Source Verified,Nov-2017,Charged Off,vacation,PA,28.72,660,664,3228.57,2582.85,401.7
1002910,10000,10000, 60 months,17.14%,249.28,C,C5,10+ years,MORTGAGE,46442.0,Verified,Sep-2016,Current,moving,GA,29.57,675,679,3881.38,2595.06,0.0
1002911,5000,5000, 60 months,22.77%,140.29,E,E5,10+ years,MORTGAGE,108399.0,Source Verified,Oct-2018,Current,other,NJ,14.03,690,694,3759.08,2232.92,0.0
1002912,10000,10000, 60 months,13.07%,227.89,C,C2,2 years,RENT,52050.0,Not Verified,Nov-2018,Current,home_improvement,CA,4.0,705,709,5380.21,3934.8,0.0
1002913,10000,10000, 36 months,17.7%,360.02,D,D1,3 years,RENT,42469.0,Source Verified,Dec-2017,Fully Paid,moving,VA,12.79,660,664,12706.56,10000.0,0.0
1002914,35000,35000, 60 months,10.28%,748.48,B,B3,n/a,OWN,40366.0,Verified,Mar-2018,Charged Off,house,AZ,21.05,780,784,8319.09,6655.27,353.52
1002915,12000,12000, 36 months,10.81%,391.79,B,B5,5 years,OWN,34667.0,Source Verified,Jun-2017,Charged Off,house,MI,9.65,760,764,1223.49,978.79,678.81
1002916,10000,10000, 36 months,10.92%,327.01,B,B1,1 year,MORTGAGE,45148.0,Source Verified,Jan-2017,Fully Paid,car,VA,20.92,720,724,11713.28,10000.0,0.0
1002917,5000,5000, 60 months,13.25%,114.41,C,C2,5 years,RENT,59250.0,Not Verified,Jun-2018,Fully Paid,credit_card,NC,19.07,780,784,6578.17,5000.0,0.0
1002918,5000,5000, 36 months,28.02%,206.87,G,G4,1 year,OWN,92561.0,Not Verified,Sep-2017,Fully Paid,credit_card,MI,11.24,705,709,7246.66,5000.0,0.0
1002919,25000,25000, 36 months,11.35%,822.62,B,B3,7 years,MORTGAGE,86953.0,Verified,Mar-2018,Fully Paid,car,CO,5.17,720,724,29223.01,25000.0,0.0
